pc_timestamp,elapsed_seconds,device_timestamp_ms,sample_index,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_filt_ch1,emg_filt_ch2,emg_filt_ch3,emg_filt_ch4,movement_label,routine_step,trial_number,subject_id,board_id,sampling_rate_hz,original_movement_label
2026-06-09T09:57:59.531,5.2874,295186,293671,1779,1784,1779,1768,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.536,5.2928,295191,293676,1785,1771,1769,1757,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.539,5.2959,295196,293681,1739,1734,1743,1724,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.542,5.2991,295201,293686,1763,1771,1771,1752,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.546,5.3028,295206,293691,1798,1791,1800,1775,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.549,5.306,295211,293696,1759,1739,1747,1733,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.553,5.3098,295216,293701,1750,1757,1750,1726,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.556,5.3129,295221,293706,1800,1787,1783,1781,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.559,5.3161,295226,293711,1778,1755,1773,1743,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.562,5.3192,295231,293716,1741,1740,1745,1722,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.566,5.3225,295236,293721,1780,1797,1779,1765,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.569,5.3258,295241,293726,1789,1768,1771,1756,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.575,5.3317,295246,293731,1751,1736,1767,1731,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.583,5.3398,295251,293736,1763,1765,1769,1750,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.587,5.3438,295256,293741,1800,1783,1775,1770,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.592,5.3483,295261,293746,1755,1737,1747,1727,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.596,5.3531,295266,293751,1776,1755,1784,1734,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.600,5.3566,295271,293756,1797,1785,1780,1781,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.604,5.3605,295276,293761,1774,1752,1751,1767,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.608,5.3645,295281,293766,1740,1742,1745,1720,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.611,5.3679,295286,293771,1799,1799,1784,1769,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.615,5.3712,295291,293776,1787,1775,1763,1757,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.618,5.3745,295296,293781,1747,1737,1751,1723,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.621,5.3778,295301,293786,1759,1778,1767,1759,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.624,5.3812,295306,293791,1802,1787,1779,1766,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.628,5.3851,295311,293796,1761,1750,1744,1734,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.632,5.3886,295316,293801,1749,1753,1780,1743,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.635,5.3921,295321,293806,1800,1789,1780,1771,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.639,5.3955,295326,293811,1773,1749,1754,1767,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.642,5.399,295331,293816,1739,1740,1748,1723,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.646,5.403,295336,293821,1780,1803,1780,1763,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.650,5.4067,295341,293826,1785,1765,1767,1753,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.654,5.4104,295346,293831,1747,1739,1749,1724,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.658,5.4149,295351,293836,1764,1774,1781,1775,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.662,5.4185,295356,293841,1801,1785,1781,1770,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.665,5.4222,295361,293846,1753,1744,1746,1736,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.669,5.4257,295366,293851,1752,1757,1756,1739,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.672,5.4292,295371,293856,1797,1788,1792,1775,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.677,5.4333,295376,293861,1775,1751,1762,1755,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.680,5.437,295381,293866,1739,1743,1743,1723,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.684,5.4404,295386,293871,1787,1785,1779,1768,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.688,5.4449,295391,293876,1791,1783,1759,1757,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
2026-06-09T09:57:59.692,5.4482,295396,293881,1747,1739,1749,1719,0.242293,0.532772,0.518339,3.059805,reposo,2,1,S001,xiao_esp32s3_rtos,200,reposo_inicial
